"business_id","cool","date_time","funny","review_id","star_review","text","useful","user_id","tokens","date"
"sl5ak_xmGQmk7pYEIw5cEA",0,"2017-08-24 21:56:44",0.0,"Z0RGqRCfsmmflzbBtr-pZQ",5.0,"The guy who works the grill every time we go in is so friendly, always smiling, and just so welcoming. The food is amazing! They have a great loaded quesadilla, rumba salad, and barbecue chicken pizza. Their meat is perfect! It's always clean and the service from the guy who who is always working the grill is so awesome, he needs a raise! We eat here a few times a week because the cleanliness, great good, and friendliness is consistent.",0.0,"pd0_fNdZcIHRSNDpVY7pPg","['guy', 'works', 'grill', 'time', 'friendly', 'smiling', 'welcoming', 'food', 'amazing', 'great', 'loaded', 'quesadilla', 'rumba', 'salad', 'barbecue', 'chicken', 'pizza', 'meat', 'perfect', 'clean', 'service', 'guy', 'working', 'grill', 'awesome', 'needs', 'raise', 'eat', 'times', 'week', 'cleanliness', 'great', 'good', 'friendliness', 'consistent']","2017-08-24"
"a0v7Si0DK4cIko7AQY4YXg",0,"2015-11-07 23:27:04",0.0,"f2M_siW8sjNhklaaIWB53A",4.0,"I really like this place it has a great variety of breakfast options even if u are feeling like some lunch they have a great loco moco with a homemade sausage gravy just yummy 
The only thing I would say it's a bit slow on service but who can blame them they are always really busy so be prepared to wait but it's worth it",0.0,"s04i-jgd9xjUg25Aolp6hA","['like', 'place', 'great', 'variety', 'breakfast', 'options', 'feeling', 'like', 'lunch', 'great', 'loco', 'moco', 'homemade', 'sausage', 'gravy', 'yummy', 'thing', 'bit', 'slow', 'service', 'blame', 'busy', 'prepared', 'wait', 'worth']","2015-11-07"
"QHdOjx9arMtCVY4zoV1oVg",0,"2017-01-05 21:00:26",0.0,"k9xpjvXhOFrb1Y7iX_j4EQ",5.0,"I was looking for a pipe lighter, and the staff recommended one for me, which I took a risk and bought.  It has turned out to be marvellous, since I am left-handed and smoke outside in the wind and extreme temperatures, (thanks to the government oppression of freedoms in Alberta). I highly recommend this store.",0.0,"18xWkl2wsjTOj8Rkq0P6vg","['looking', 'pipe', 'lighter', 'staff', 'recommended', 'took', 'risk', 'bought', 'turned', 'marvellous', 'left', 'handed', 'smoke', 'outside', 'wind', 'extreme', 'temperatures', 'thanks', 'government', 'oppression', 'freedoms', 'alberta', 'highly', 'recommend', 'store']","2017-01-05"
"YPavuOh2XsnRbLfl0DH2lQ",0,"2018-02-08 23:46:34",0.0,"nOCoI5A48R1aQf1Moo8VPw",5.0,"I've been going to Lo-Lo's for years, back when they only had this one location. I love the food quality/freshness at both this location and the Scottsdale location BUT I just personally like the vibe at the Central location better. It's more relaxed; the servers are attentive but distant (super friendly), which I prefer when dining out. They always remember us and welcome us back. Scottsdale location is cool, but the staff seems very strained, like they're uncomfortable almost. Weird vibe, still love going regardless. But if you're in town (downtown)and want to try Lo-Lo's I highly recommend visiting the Central location. Try the home fries and/or biscuits & gravy if you're not big on chicken and waffles. Tip: Order your drink in a to-go cup, so you can take your Kool-Aid with you :)",0.0,"f1G1z9ICQowqWgY9-RRcew","['ve', 'going', 'lo', 'lo', 'years', 'location', 'love', 'food', 'quality', 'freshness', 'location', 'scottsdale', 'location', 'personally', 'like', 'vibe', 'central', 'location', 'better', 'relaxed', 'servers', 'attentive', 'distant', 'super', 'friendly', 'prefer', 'dining', 'remember', 'welcome', 'scottsdale', 'location', 'cool', 'staff', 'strained', 'like', 'uncomfortable', 'weird', 'vibe', 'love', 'going', 'regardless', 'town', 'downtown', 'want', 'try', 'lo', 'lo', 'highly', 'recommend', 'visiting', 'central', 'location', 'try', 'home', 'fries', 'biscuits', 'gravy', 'big', 'chicken', 'waffles', 'tip', 'order', 'drink', 'cup', 'kool', 'aid']","2018-02-08"
"Fn33de7Ans4x9YD2T7QgAA",0,"2012-12-07 01:47:58",0.0,"czjXf_KnXgdVe4VmH43TPA",1.0,"Based on four star ratings, I went there. The food was sub-standard. Service was fine. Cocoanut milk was not tasty. It is more a Chinese rather than a Thai restaurant. Normal Tom Kha soup was not there. They had a very poor substitution. The chicken and cashew was horrible. The only nice part of the experience was water and cashews. I would never recommend any one. I do not know how any one give a four star rating.",0.0,"Owa0wEshXrDVaZcb-8B3gw","['based', 'star', 'ratings', 'went', 'food', 'sub', 'standard', 'service', 'fine', 'cocoanut', 'milk', 'tasty', 'chinese', 'thai', 'restaurant', 'normal', 'tom', 'kha', 'soup', 'poor', 'substitution', 'chicken', 'cashew', 'horrible', 'nice', 'experience', 'water', 'cashews', 'recommend', 'know', 'star', 'rating']","2012-12-07"
"JRgQHe10kzQfYxMkScMJ3A",1,"2018-03-19 00:54:27",1.0,"ZbX3yH_26jP74jRX1XEQng",2.0,"Stayed here with our team for a conference and didn't have a great experience. When we arrived, there was no electricity in the neighborhood (including the hotel). They told us they were not able to check us in until later, we needed to wait and come back. My group had just gone paint balling and needed to shower before our conference that night, but instead had to wash up at a nearby restaurant bathroom. When we returned to the hotel much later that night, there was still no electricity. They gave us 3 glow sticks for our room (of 4 people). Because their system was down and they had no backup way to check people in, they mixed up our room. 4 people in a room with 2 single beds and a pull out couch. I slept on a chair. 
When we asked for a discount or refund for the night, they said they would not. The next morning, I found mold on my bagel at breakfast. Not cool!",2.0,"YZJxCGJYGYR-IbazxS3Exw","['stayed', 'team', 'conference', 'great', 'experience', 'arrived', 'electricity', 'neighborhood', 'including', 'hotel', 'told', 'able', 'check', 'later', 'needed', 'wait', 'come', 'group', 'gone', 'paint', 'balling', 'needed', 'shower', 'conference', 'night', 'instead', 'wash', 'nearby', 'restaurant', 'bathroom', 'returned', 'hotel', 'later', 'night', 'electricity', 'gave', 'glow', 'sticks', 'room', 'people', 'backup', 'way', 'check', 'people', 'mixed', 'room', 'people', 'room', 'single', 'beds', 'pull', 'couch', 'slept', 'chair', 'asked', 'discount', 'refund', 'night', 'said', 'morning', 'mold', 'bagel', 'breakfast', 'cool']","2018-03-19"
"z5QStGLj6ua31xXnN_ul9g",0,"2015-07-31 18:31:30",0.0,"yQXyQm0NqJCUpcMSwC9lvQ",5.0,"Great Environment for Motivation and to get things done brings out the inner BEAST to give you the best results! Fun, Tough, Supportive and Awesome!!!",0.0,"QXcuVZu6MzN8I5-2e1kTyg","['great', 'environment', 'motivation', 'things', 'brings', 'inner', 'beast', 'best', 'results', 'fun', 'tough', 'supportive', 'awesome']","2015-07-31"
"KcxNZlw2arK3jCX3-YV9TQ",0,"2012-12-10 02:16:23",0.0,"d5yo3JYGDmvlbc0xGprj4Q",5.0,"I have just returned from a fantastic meal at Jaipur Junction. 
It is a very small place and the service was VERY laid back. It took a while for the server to acknowledge that we were there, and even longer for our order to be taken. The server was very nice, but a little absent. The restaurant could definitely benefit from hiring a more experienced waitstaff...
That, however, was the only fault of Jaipur Junction. So if you are not in a hurry and want some of the most fantastic Indian food around, I highly recommend this place. We started off our meal with some chicken samosas and masala tea, both of which arrived very quickly! The samosas were delicious: fresh, nicely spiced, and crispy, just the way they should be. The tea was also very tasty. If you like chai, you will like this tamed down version.
For our entree I had the chicken tikka masala while my boyfriend ordered the chicken Patiala. The rice that came with the dishes was a little coconut-ty which was exquisite and our chicken dishes were both so much better than any other Indian food we had ever had. Full of flavor and cooked to perfection. 
After that, we were very full but had to try the dessert. Indian desserts are always a little strange but we decided to go for the kheer (rice pudding) and they also gave us a free bowl of gulab jamun. Both were quite good! The kheer has some nuts and fruit in it which were a nice surprise and the gulab jamun were soft and sweet. 
The entire meal took about an hour and half and cost under $40 which is not so bad considering we had 3 courses! So sure, the service could use an upgrade but it certainly is not going to deter me from going back. It was that good.


**Edit: Since this review, I have returned to Jaipur Junction several times. I am pleased to say that they have in fact hired more professional waitstaff. Now, you have no reason not to visit this place. Top Indian food in the area!**

**Second edit: Staff is back in the crapshoot but food is still amazing (though 1-2$ more than before)**",1.0,"0GxKcZqhtzBbhHsTpcv1cg","['returned', 'fantastic', 'meal', 'jaipur', 'junction', 'small', 'place', 'service', 'laid', 'took', 'server', 'acknowledge', 'longer', 'order', 'taken', 'server', 'nice', 'little', 'absent', 'restaurant', 'definitely', 'benefit', 'hiring', 'experienced', 'waitstaff', 'fault', 'jaipur', 'junction', 'hurry', 'want', 'fantastic', 'indian', 'food', 'highly', 'recommend', 'place', 'started', 'meal', 'chicken', 'samosas', 'masala', 'tea', 'arrived', 'quickly', 'samosas', 'delicious', 'fresh', 'nicely', 'spiced', 'crispy', 'way', 'tea', 'tasty', 'like', 'chai', 'like', 'tamed', 'version', 'entree', 'chicken', 'tikka', 'masala', 'boyfriend', 'ordered', 'chicken', 'patiala', 'rice', 'came', 'dishes', 'little', 'coconut', 'ty', 'exquisite', 'chicken', 'dishes', 'better', 'indian', 'food', 'flavor', 'cooked', 'perfection', 'try', 'dessert', 'indian', 'desserts', 'little', 'strange', 'decided', 'kheer', 'rice', 'pudding', 'gave', 'free', 'bowl', 'gulab', 'jamun', 'good', 'kheer', 'nuts', 'fruit', 'nice', 'surprise', 'gulab', 'jamun', 'soft', 'sweet', 'entire', 'meal', 'took', 'hour', 'half', 'cost', 'bad', 'considering', 'courses', 'sure', 'service', 'use', 'upgrade', 'certainly', 'going', 'deter', 'going', 'good', 'edit', 'review', 'returned', 'jaipur', 'junction', 'times', 'pleased', 'fact', 'hired', 'professional', 'waitstaff', 'reason', 'visit', 'place', 'indian', 'food', 'area', 'second', 'edit', 'staff', 'crapshoot', 'food', 'amazing']","2012-12-10"
"ZP9W5gdd2WVzJcDbT9hcWw",0,"2018-05-30 02:16:42",0.0,"QeP5EXjhG_cpELRJZAyCUQ",5.0,"We are new to AZ and wanted to find a compassionate and caring vet for my 3 senior pets. Two dogs- 15 and 12 and cat also 15. After getting a recommendation from my neighbor and checking the website we went in for well pet visits. We usually see Dr Ford but all the doctors and techs we have seen are terrific. Very professional and caring. Happy to answer any questions and present care options when needed. Of course with my old guys there have been more visits. We get follow up calls to see how they are progressing. There is a drive up for prescriptions. The office is welcoming and has urgent care/no appointment service.",0.0,"5L8RYINe23AcMprJ8DMgNA","['new', 'az', 'wanted', 'compassionate', 'caring', 'vet', 'senior', 'pets', 'dogs', 'cat', 'getting', 'recommendation', 'neighbor', 'checking', 'website', 'went', 'pet', 'visits', 'usually', 'dr', 'ford', 'doctors', 'techs', 'seen', 'terrific', 'professional', 'caring', 'happy', 'answer', 'questions', 'present', 'care', 'options', 'needed', 'course', 'old', 'guys', 'visits', 'follow', 'calls', 'progressing', 'drive', 'prescriptions', 'office', 'welcoming', 'urgent', 'care', 'appointment', 'service']","2018-05-30"
"p1eUTUB_5hf1enoKYBV3DA",0,"2014-08-11 02:48:25",0.0,"QwPCrsvCfnxnuJpZkZIVMA",3.0,"We go here a lot as a family. Sometimes it is great and other times really just blah. Food is hit or miss and service is too. I feel as if all the female staff is amazing but the couple times we have had male servers I question why the place would hire introverts who aren't proactive. Recommend pizzas and fish. Love the Italian nachos. However cheese bowl pasta is too cheesy and the meats can be over or undercooked. Think it's unique to area though.",0.0,"f6YrJv1RV-vTQ0CGJdL7OQ","['lot', 'family', 'great', 'times', 'blah', 'food', 'hit', 'miss', 'service', 'feel', 'female', 'staff', 'amazing', 'couple', 'times', 'male', 'servers', 'question', 'place', 'hire', 'introverts', 'aren', 'proactive', 'recommend', 'pizzas', 'fish', 'love', 'italian', 'nachos', 'cheese', 'bowl', 'pasta', 'cheesy', 'meats', 'undercooked', 'think', 'unique', 'area']","2014-08-11"
"RYrS9L8DupuwyHWYqeuayw",0,"2014-11-06 04:52:21",0.0,"7XLUGc9ppyzK4CIB-8Kc5g",3.0,"Small and not many buses that run through this station.

The pickup and drop off area is convienent and nice that it is not on the Main Street near the hustle and bustle.",0.0,"hyvR2B4uxhHtx3WifjgsjQ","['small', 'buses', 'run', 'station', 'pickup', 'drop', 'area', 'convienent', 'nice', 'main', 'street', 'near', 'hustle', 'bustle']","2014-11-06"
"pbIWelv-9YJEpQ7LxE0FOw",0,"2014-02-09 21:22:58",1.0,"fpXnvx1Ui_F7Lf8HhWpxuA",2.0,"I was a former Paradise Junkie.  The last few times I have eaten here the service has been poor and the food quality is hit or miss.  Today was no exception.  The girl taking orders for salads was so rude I literally just walked out.  If I'm paying $10 for a salad I want to at least be treated politely.",0.0,"Y7019L7fz3l156_AICqhDg","['paradise', 'junkie', 'times', 'eaten', 'service', 'poor', 'food', 'quality', 'hit', 'miss', 'today', 'exception', 'girl', 'taking', 'orders', 'salads', 'rude', 'literally', 'walked', 'paying', 'salad', 'want', 'treated', 'politely']","2014-02-09"
"JzOp695tclcNCNMuBl7oxA",0,"2014-08-29 22:56:07",0.0,"PgNJylDd8Cbyf4ZPICnLVw",5.0,"I go to four peaks over other restaurants all the time. The main reason is because you know your going to get amazing food along w/ delicious ice cold beer every time.",0.0,"QxawohXWjXLBfaTfucHnYA","['peaks', 'restaurants', 'time', 'main', 'reason', 'know', 'going', 'amazing', 'food', 'delicious', 'ice', 'cold', 'beer', 'time']","2014-08-29"
"7-Ba9uSmYYpXgnQRoIPxMQ",0,"2017-04-16 00:05:35",0.0,"OIW_13G308pP5kicOPnqPA",5.0,"This is a favorite Saturday spot. We love the staff, the service, and all the food. Every dish we have tried here is delicious.  You can't go wrong.",0.0,"z1EBFPmzpyQ4LLvKcEG4iw","['favorite', 'saturday', 'spot', 'love', 'staff', 'service', 'food', 'dish', 'tried', 'delicious', 'wrong']","2017-04-16"
"e13SEvJud_vgeDR_doL4sQ",0,"2017-10-14 03:02:15",0.0,"MCZJBK3Lke3DwEOFt1hfTg",5.0,"I've been here couple of times because I work at the mall it's located in, and i have to say they have the best guacamole in town! Grilled corn is a must try as well.",1.0,"WROUSXdn3n3-lzFyHv1QKA","['ve', 'couple', 'times', 'work', 'mall', 'located', 'best', 'guacamole', 'town', 'grilled', 'corn', 'try']","2017-10-14"
"ZW5ReCY3B9_TekUYWhr7HA",2,"2012-09-17 21:25:16",4.0,"3NyiA9W5U8NMlCwM2mp-ww",2.0,"Let's get something out in the open: I absolutely love Japanese curry. I hadn't been able to try Kaba Curry at any of the food festivals it had been at, so I had been waiting in great anticipation for opening day of their (difficult to find) B&M location. I have to give these 3 budding entrepreneurs a lot of credit for trying, and truth be told, I really really wanted to like this place. Unfortunately, I am a Japanese curry snob, and just like so many of its brethren in town, Kaba doesn't make the grade. Its curry is way too watery and the spices far too subdued. It's also a bit too sweet for my taste. The chicken katsu is too small for charging $7. At a comparable counter-style curry joint in LA, you can get a heaping plate of curry rice with a chicken katsu at least 3 times as large and a side salad all for less than $6. It was also odd that it took 20 minutes to get my order. Shouldn't the curry and rice be all ready to go and the katsu take a few minutes to deep fry? I don't understand what took so long. It's not like they were busy.

At any rate, it's nothing personal guys. I wish you the best of luck, but I've got to tell it how it is. In my mind, if you want the best Japanese curry (that I've tasted so far), you've got to schlepp it all the way to Curry House in LA. I eagerly await the day when you can get great curry without leaving town.",4.0,"LkWNo83Lg92C5V4JEyxOZA","['let', 'open', 'absolutely', 'love', 'japanese', 'curry', 'hadn', 'able', 'try', 'kaba', 'curry', 'food', 'festivals', 'waiting', 'great', 'anticipation', 'opening', 'day', 'difficult', 'location', 'budding', 'entrepreneurs', 'lot', 'credit', 'trying', 'truth', 'told', 'wanted', 'like', 'place', 'unfortunately', 'japanese', 'curry', 'snob', 'like', 'brethren', 'town', 'kaba', 'grade', 'curry', 'way', 'watery', 'spices', 'far', 'subdued', 'bit', 'sweet', 'taste', 'chicken', 'katsu', 'small', 'charging', 'comparable', 'counter', 'style', 'curry', 'joint', 'la', 'heaping', 'plate', 'curry', 'rice', 'chicken', 'katsu', 'times', 'large', 'salad', 'odd', 'took', 'minutes', 'order', 'shouldn', 'curry', 'rice', 'ready', 'katsu', 'minutes', 'deep', 'fry', 'understand', 'took', 'long', 'like', 'busy', 'rate', 'personal', 'guys', 'wish', 'best', 'luck', 've', 'got', 'tell', 'mind', 'want', 'best', 'japanese', 'curry', 've', 'tasted', 'far', 've', 'got', 'schlepp', 'way', 'curry', 'house', 'la', 'eagerly', 'await', 'day', 'great', 'curry', 'leaving', 'town']","2012-09-17"
"0DFU571JmQmzdR6dcpzBRg",0,"2012-04-19 19:02:19",0.0,"lk9atUJcQ2oEMgQRaEYq3g",3.0,"OK ... let me start by saying I'm mad as all get out at his billing practices.

Dr. Kistner was the surgeon on call at Banner Desert Hospital in Mesa, AZ back in September when I was brought in for an emergency procedure to remove my gall bladder.  I presume he did a good job cuz it is gone and I didn't die or anything.

I am double covered by insurance.  Apparently Banner Desert Hospital is ""in network"" cuz they accepted my insurance payments and were satisified.  I'm guessing that Dr Kistner is ""out of network"" cuz he has been paid by both of my insurance companies and is still billing me for an additional $1,500!!!!!  WTH????  Is this just a misunderstanding or is it GREED personified????  

Stay tuned for the outcome ...",5.0,"CUdsdCCJFtv0qBr76ShuGA","['ok', 'let', 'start', 'saying', 'mad', 'billing', 'practices', 'dr', 'kistner', 'surgeon', 'banner', 'desert', 'hospital', 'mesa', 'az', 'september', 'brought', 'emergency', 'procedure', 'remove', 'gall', 'bladder', 'presume', 'good', 'job', 'cuz', 'gone', 'die', 'double', 'covered', 'insurance', 'apparently', 'banner', 'desert', 'hospital', 'network', 'cuz', 'accepted', 'insurance', 'payments', 'satisified', 'guessing', 'dr', 'kistner', 'network', 'cuz', 'paid', 'insurance', 'companies', 'billing', 'additional', 'wth', 'greed', 'personified', 'stay', 'tuned', 'outcome']","2012-04-19"
"dFzfm4m8D_WgA2UAkzpLXg",0,"2016-07-27 05:56:38",0.0,"oD5NlV3OnCIrSNs2kx-v3Q",1.0,"I always go to this Jamba when connecting in or flying from Charlotte and the service is typically average, not what I would consider good or bad. Tonight I experienced very rude service both from the woman who took my order and from the manager when I went back to get a new smoothie (mine was horribly sweet). Most jambas have nice people with good attitudes. This was not one of those jambas.",0.0,"h4iT8FA2vSFylqOXY_ThCQ","['jamba', 'connecting', 'flying', 'charlotte', 'service', 'typically', 'average', 'consider', 'good', 'bad', 'tonight', 'experienced', 'rude', 'service', 'woman', 'took', 'order', 'manager', 'went', 'new', 'smoothie', 'horribly', 'sweet', 'jambas', 'nice', 'people', 'good', 'attitudes', 'jambas']","2016-07-27"
